Submission Date,Username,Level,Team,Total XP,Your XP Screenshot:,Collector Badge,Your Collector Badge Screenshot:,Jogger Badge,Your Jogger Badge Screenshot:,No Label,IP,Submission ID,Edit Link
2017-11-18 12:03:10,Infinitrize,40,Instinct,28556350,[Screenshot_20171118-120036.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/5a7e552Screenshot_20171118-120036.jpg,43014,[Screenshot_20171118-120044.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/90513c1Screenshot_20171118-120044.jpg,3409.9,[Screenshot_20171118-120041.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/79a3a59Screenshot_20171118-120041.jpg,,24.114.96.121,3868337901212497018,Edit Submission
2017-11-18 12:06:16,Hashable,35,Instinct,1201619,[Screenshot_20171118-120347.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/87970b5Screenshot_20171118-120347.png,12484,[Screenshot_20171118-120455.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/8748745Screenshot_20171118-120455.png,1063.6,[Screenshot_20171118-120443.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/86d8e2bScreenshot_20171118-120443.png,,142.169.78.186,3868339766811678018,Edit Submission
2017-11-18 12:09:34,Crazyced,30,Valor,430949,[Screenshot_2017-11-18-12-07-04.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/4980408Screenshot_2017-11-18-12-07-04.png,4186,[Screenshot_2017-11-18-12-08-25.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/4c82871Screenshot_2017-11-18-12-08-25.png,1287.5,[Screenshot_2017-11-18-12-09-07.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/4d8de86Screenshot_2017-11-18-12-09-07.png,,142.169.78.103,3868341743019871075,Edit Submission
2017-11-18 12:09:58,Infereados,5,Instinct,610,,12,,1.8,,,184.151.246.169,3868341989618337174,Edit Submission
2017-11-18 12:11:09,Avalai,35,Instinct,214442,,13468,,1259.3,,,184.151.246.169,3868342699614401900,Edit Submission
2017-11-18 12:12:00,GoldeenFTW,36,Valor,,,,,,,,142.169.78.77,3868343207783202944,Edit Submission
2017-11-18 12:15:35,Jade,30,Instinct,2025674,[275DC178-52E9-4226-848C-BD69DDA81943.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/b649c0e275DC178-52E9-4226-848C-BD69DDA81943.png,4379,[5062F85E-6FED-406B-8CBD-62603144F832.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/b6627fb5062F85E-6FED-406B-8CBD-62603144F832.png,906,,,184.151.246.13,3868345353165164303,Edit Submission
2017-11-18 12:23:45,Dramasaurus69,31,Valor,76025,[IMG_20171118_121827.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/9f9258fIMG_20171118_121827.jpg,4671,[1511025720407-968904581.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/9f27ac91511025720407-968904581.jpg,488.3,[1511025775177-1050064316.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/9fb581f1511025775177-1050064316.jpg,,184.151.246.32,3868350252366761311,Edit Submission
2017-11-18 13:56:25,Mitchman91,40,Mystic,28279634,[image.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/582eb09image.png,60544,[image.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/5843075image.png,2210.2,[image.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/75e9477image.png,,142.169.78.244,3868405854423104880,Edit Submission
2017-11-18 13:57:47,WingZero,40,Mystic,42868060,[IMG_5286.PNG] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/6d5ab9eIMG_5286.PNG,80135,[IMG_5287.PNG] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/8bd6d39IMG_5287.PNG,2956.6,[IMG_5288.PNG] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/a474164IMG_5288.PNG,,24.114.100.75,3868406675709845416,Edit Submission
2017-11-18 13:58:36,Infinitrize,40,Instinct,28572818,[Screenshot_20171118-135657.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/ae2e208Screenshot_20171118-135657.jpg,43073,[Screenshot_20171118-135710.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/b5962c4Screenshot_20171118-135710.jpg,3416.4,[Screenshot_20171118-135707.jpg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/c18bc8bScreenshot_20171118-135707.jpg,,24.114.99.215,3868407165123780374,Edit Submission
2017-11-18 13:59:21,Tp0t,40,Instinct,24538863,[1C923D1D-3EFA-4A48-9214-62EB9069DE79.jpeg] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/ca596fd1C923D1D-3EFA-4A48-9214-62EB9069DE79.jpeg,38996,[8FF995CA-5461-4A36-8EE2-727E4DF943F8.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/e0e040c8FF995CA-5461-4A36-8EE2-727E4DF943F8.png,1997.2,[7D4E8ACF-39BC-4DA6-A937-CEC939C7BE8D.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f9369a77D4E8ACF-39BC-4DA6-A937-CEC939C7BE8D.png,,184.151.246.245,3868407615429423924,Edit Submission
2017-11-18 14:00:51,Vandermear,36,Mystic,518413,[Capture+_2017-11-18-13-57-28.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/614d1bdCapture%2B_2017-11-18-13-57-28.png,14818,[Capture+_2017-11-18-13-57-54.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/62d50a4Capture%2B_2017-11-18-13-57-54.png,1306.2,[Capture+_2017-11-18-13-57-42.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/613556dCapture%2B_2017-11-18-13-57-42.png,,184.151.246.178,3868408518713970290,Edit Submission
2017-11-18 14:01:13,Avalai,35,Instinct,232147,,13538,,1262.9,,,184.151.246.169,3868408739613041769,Edit Submission
2017-11-18 14:01:51,SheIs84,40,Instinct,23327404,[3F53E10D-7F2F-4D10-A07F-E4CACC9F7288.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/9dc7c533F53E10D-7F2F-4D10-A07F-E4CACC9F7288.png,49421,[40FD949F-AA19-4363-8C69-33391A0B1AAB.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/9d9f7d240FD949F-AA19-4363-8C69-33391A0B1AAB.png,4546,[FD3C6E68-682C-4DCF-8EDC-EB679A96B046.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/9d9ce54FD3C6E68-682C-4DCF-8EDC-EB679A96B046.png,,24.114.83.103,3868409113011098335,Edit Submission
2017-11-18 14:03:27,Infereados,9,Instinct,5661,,91,,3.7,,,184.151.246.169,3868410079618342664,Edit Submission
2017-11-18 14:03:43,Hashable,35,Instinct,1208785,[Screenshot_20171118-140100.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0e51f12Screenshot_20171118-140100.png,12518,[Screenshot_20171118-140156.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0da7d70Screenshot_20171118-140156.png,1064.2,[Screenshot_20171118-140147.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0ed31f9Screenshot_20171118-140147.png,,142.169.78.186,3868410236819927269,Edit Submission
2017-11-18 14:03:44,GarethMzi,35,Valor,1223600,[IMG_2842.PNG] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0e98b84IMG_2842.PNG,14359,[IMG_2844.PNG] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0e5aef5IMG_2844.PNG,3731.8,[IMG_2843.PNG] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0e68b23IMG_2843.PNG,,184.151.246.166,3868410246613800688,Edit Submission
2017-11-18 14:04:33,GRAF3NB3RG,40,Instinct,43414983,[65CD241D-C9EC-4BD7-A931-78F547F574FB.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/0a32b1565CD241D-C9EC-4BD7-A931-78F547F574FB.png,80800,[44898A9C-37E3-41EA-AF3D-7D0AC8244859.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/1e516c544898A9C-37E3-41EA-AF3D-7D0AC8244859.png,4193.6,[220EA0A2-78EA-425F-8887-D5B0599B7F1A.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/3f3f0a2220EA0A2-78EA-425F-8887-D5B0599B7F1A.png,,184.151.246.153,3868410733519682096,Edit Submission
2017-11-18 14:07:29,IIVIGoliathIIVI,31,Valor,241659,[Screenshot_20171118-140526.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f088b3fScreenshot_20171118-140526.png,4057,[Screenshot_20171118-140534.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f07ba53Screenshot_20171118-140534.png,980,[Screenshot_20171118-140541.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f077d73Screenshot_20171118-140541.png,,142.169.78.105,3868412495012316437,Edit Submission
2017-11-18 14:07:31,Sabersnipe,27,Mystic,90039,[Screenshot_2017-11-18-14-05-16.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f22a894Screenshot_2017-11-18-14-05-16.png,1467,[Screenshot_2017-11-18-14-06-38.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f1f18f2Screenshot_2017-11-18-14-06-38.png,116.5,[Screenshot_2017-11-18-14-07-09.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/f1d54d2Screenshot_2017-11-18-14-07-09.png,,72.143.209.123,3868412513212875002,Edit Submission
2017-11-18 14:11:22,Nick13595,29,Mystic,1825254,,2193,[Screenshot_20171118-140947.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/d97b66eScreenshot_20171118-140947.png,284.5,[Screenshot_20171118-141047.png] https://www.jotform.com/widget-uploads/imagePreview/73138654419260/d93e0a9Screenshot_20171118-141047.png,,184.151.246.133,3868414823316703760,Edit Submission
