Submission Date,No Label,Username,Level,Team,Your Collector Badge Screenshot:,Collector Badge,No Label 2,IP,Submission ID,Edit Link
2017-07-22 14:32:13,,RunningPsyduck,29,Mystic,[IMG_1903.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/29afc45IMG_1903.PNG,5390,,24.114.84.15,3765575335148830197,Edit Submission
2017-07-22 14:32:13,,Michyangel,28,Mystic,,2890,,24.114.85.195,3765575335911858243,Edit Submission
2017-07-22 14:32:13,,Shaydekitty,35,Instinct,[Screenshot_20170722-143101.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2c5ad5dScreenshot_20170722-143101.png,18515,,204.48.93.182,3765575332813585568,Edit Submission
2017-07-22 14:32:13,,168yoface,32,Mystic,[Screenshot_20170722-135909.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2c80c7bScreenshot_20170722-135909.png,,,24.114.108.42,3765575332484611693,Edit Submission
2017-07-22 14:32:15,,Cormorant101,34,Instinct,[Screenshot_20170722-143040.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2eeb71bScreenshot_20170722-143040.png,11500,,142.169.78.205,3765575355025238533,Edit Submission
2017-07-22 14:32:16,,Bj3570,35,Instinct,[Screenshot_20170722-143020.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2f4ad26Screenshot_20170722-143020.png,,,24.114.86.161,3765575361616387345,Edit Submission
2017-07-22 14:32:19,,Shmoo1992,28,Mystic,[IMG_9488.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/32ac9b3IMG_9488.PNG,4160,,24.114.89.203,3765575393023573180,Edit Submission
2017-07-22 14:32:19,,TheKelodie,31,Instinct,[IMG_5032.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/32e6acaIMG_5032.PNG,5218,,142.169.78.196,3765575396911911879,Edit Submission
2017-07-22 14:32:22,,SilasFennec,35,Mystic,[Screenshot_20170722-135723.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/35a0240Screenshot_20170722-135723.png,15956,,142.169.78.50,3765575420585869718,Edit Submission
2017-07-22 14:32:23,,Designergirl42,30,Mystic,[Screenshot_20170722-143105.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/367199eScreenshot_20170722-143105.png,6608,,142.169.33.20,3765575430239613240,Edit Submission
2017-07-22 14:32:23,,Tyrmpatt,36,Instinct,[Screenshot_2017-07-22-14-30-50.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/36c71adScreenshot_2017-07-22-14-30-50.png,16547,,142.169.78.46,3765575436482843290,Edit Submission
2017-07-22 14:32:39,,Krys82105d,31,Mystic,[IMG_5415.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/4579f6dIMG_5415.PNG,4537,,184.151.246.227,3765575597227466039,Edit Submission
2017-07-22 14:32:39,,Thedoctorperson,33,Mystic,[Screenshot_20170722-143106.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/468ccf1Screenshot_20170722-143106.png,8076,,199.7.157.81,3765575591873942675,Edit Submission
2017-07-22 14:32:39,,InfinityGlue,29,Mystic,[IMG_0141.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/46da269IMG_0141.PNG,3952,,142.169.78.208,3765575598027636994,Edit Submission
2017-07-22 14:32:41,,LoisLane37,34,Valor,[IMG_7192.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/445d811IMG_7192.PNG,,,24.114.85.213,3765575613128586554,Edit Submission
2017-07-22 14:32:43,,Matthewr3000,25,Mystic,[IMG_0449.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/4a2f344IMG_0449.PNG,,,24.114.83.2,3765575632388886597,Edit Submission
2017-07-22 14:32:46,,Dtjean,23,Instinct,[IMG_3615.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/4cb03f2IMG_3615.PNG,866,,142.169.78.55,3765575655588966035,Edit Submission
2017-07-22 14:32:46,,TifamarooRise,35,Valor,[IMG_2413.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/33de30bIMG_2413.PNG,17926,,24.114.82.180,3765575660817791799,Edit Submission
2017-07-22 14:32:58,,Blackrosepika,30,Mystic,[Pokémon GO_2017-07-22-13-54-45.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/59d257fPok%C3%A9mon%20GO_2017-07-22-13-54-45.png,7028,,24.114.109.29,3765575789291439094,Edit Submission
2017-07-22 14:33:00,,SilasFennec,35,Mystic,[Screenshot_20170722-143036.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5b7730eScreenshot_20170722-143036.png,,,142.169.78.50,3765575800587680615,Edit Submission
2017-07-22 14:33:06,,Blackrosepika,30,Mystic,[Pokémon GO_2017-07-22-13-54-45.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/59d257fPok%C3%A9mon%20GO_2017-07-22-13-54-45.png,7028,,24.114.109.29,3765575869292136865,Edit Submission
2017-07-22 14:33:07,,TheKelodie,31,Instinct,[IMG_5033.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/62987acIMG_5033.PNG,5260,,142.169.78.196,3765575876913822903,Edit Submission
2017-07-22 14:33:08,,Carlos12cam,27,Instinct,[Screenshot_20170722-135448.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/e11d074Screenshot_20170722-135448.png,,,199.119.233.218,3765575888123105024,Edit Submission
2017-07-22 14:33:25,,InfinityGlue,29,Mystic,[IMG_0142.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7461160IMG_0142.PNG,4000,,142.169.78.208,3765576058026919382,Edit Submission
2017-07-22 14:33:31,,JenRoy93,30,Mystic,[IMG_1727.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7a8d144IMG_1727.PNG,5817,,24.114.105.173,3765576113713850388,Edit Submission
2017-07-22 14:33:31,,Dtjean,23,Instinct,[IMG_3617.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7acbe68IMG_3617.PNG,876,,142.169.78.55,3765576115588909629,Edit Submission
2017-07-22 14:33:34,I only want to enter the random draw,Ello021990,30,Valor,,,,199.119.233.242,3765576142428399311,Edit Submission
2017-07-22 14:33:41,,Pasmonchat,32,Mystic,[IMG_3055.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/83ef7aaIMG_3055.PNG,,,184.151.246.159,3765576219516766878,Edit Submission
2017-07-22 14:33:45,,MaestroKurt,31,Mystic,[Screenshot_20170722-143144.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/88ea0daScreenshot_20170722-143144.png,7623,,24.114.104.247,3765576257422371216,Edit Submission
