Submission Date,No Label,Username,Level,Team,Your Collector Badge Screenshot:,Collector Badge,No Label 2,IP,Submission ID,Edit Link
2017-07-22 15:59:53,,Shmoo1992,28,Mystic,[IMG_9568.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/b83d18fIMG_9568.PNG,4180,,24.114.89.203,3765627933029057979,Edit Submission
2017-07-22 16:00:06,,Hashable,33,Instinct,[Screenshot_20170722-155803.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/c5df895Screenshot_20170722-155803.png,8981,,142.169.78.32,3765628062381274248,Edit Submission
2017-07-22 16:00:06,,Michyangel,28,Mystic,,2895,,24.114.85.195,3765628065911993945,Edit Submission
2017-07-22 16:00:08,,Murphy0406,36,Valor,[Screenshot_20170722-155859.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/b2b60c6Screenshot_20170722-155859.png,17772,,24.114.110.215,3765628085124961314,Edit Submission
2017-07-22 16:01:10,,Ello021990,30,Valor,[Screenshot_20170722-155953.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/04c89a0Screenshot_20170722-155953.png,,,199.119.233.135,3765628705314551602,Edit Submission
2017-07-22 16:01:15,,Jedyty,31,Valor,[IMG_9916.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/092b56bIMG_9916.PNG,5947,,206.188.88.27,3765628757283304113,Edit Submission
2017-07-22 16:01:18,,HRStrategist,33,Valor,[IMG_0139.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/0d341ecIMG_0139.PNG,11368,,184.151.246.13,3765628783168181508,Edit Submission
2017-07-22 16:01:21,,Sportohawk,30,Valor,[IMG_2427.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/101e95cIMG_2427.PNG,4428,,184.151.246.90,3765628810967962672,Edit Submission
2017-07-22 16:01:38,,GCtoMajorTom,25,Valor,[Screenshot_20170722-155923.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/215169bScreenshot_20170722-155923.png,2254,,199.7.157.102,3765628982018508402,Edit Submission
2017-07-22 16:02:25,,Superhound,32,Instinct,[IMG_3461.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5039ea9IMG_3461.PNG,8101,,142.169.78.251,3765629451527480461,Edit Submission
2017-07-22 16:03:58,,TopHatDorito,30,Instinct,[Screenshot_20170722-160303.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/abd855cScreenshot_20170722-160303.png,4947,,24.114.111.179,3765630389719214180,Edit Submission
2017-07-22 16:29:05,,Patco81,27,Mystic,[Screenshot_20170722-162655.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8934bfbScreenshot_20170722-162655.png,2391,,72.143.209.200,3765645450024335290,Edit Submission
2017-07-22 16:30:12,,AKickAssBeast,33,Instinct,[Screenshot_2017-07-22-16-29-20.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/d3ab617Screenshot_2017-07-22-16-29-20.png,7796,,72.143.212.40,3765646120427906535,Edit Submission
2017-07-22 16:30:28,,Infinitrize,40,Instinct,[Screenshot_20170722-162949.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/dd53374Screenshot_20170722-162949.png,32294,,24.114.91.247,3765646287426906971,Edit Submission
2017-07-22 16:30:42,,Legacy15,35,Valor,[Screenshot_20170722-155505.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/d4a2f62Screenshot_20170722-155505.png,12923,,72.143.210.129,3765646429217996206,Edit Submission
2017-07-22 16:30:56,,Hashable,33,Instinct,[Screenshot_20170722-163003.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/ff6c3f1Screenshot_20170722-163003.png,9011,,142.169.78.32,3765646562389895353,Edit Submission
2017-07-22 16:31:07,,Awaylemonade,33,Instinct,[Screenshot_20170722-163000.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/ff68b3eScreenshot_20170722-163000.png,9627,,142.169.78.98,3765646678986788405,Edit Submission
2017-07-22 16:31:09,,Krys82105d,31,Mystic,[IMG_5415.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/4579f6dIMG_5415.PNG,4537,,184.151.246.227,3765646697222959297,Edit Submission
2017-07-22 16:31:21,,Legacy15,35,Valor,[Screenshot_20170722-163034.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/1878193Screenshot_20170722-163034.png,12961,,72.143.210.129,3765646819215935117,Edit Submission
2017-07-22 16:31:30,,S63feeney,30,Mystic,[IMG_3539.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2150589IMG_3539.PNG,4289,,24.114.82.223,3765646903223842372,Edit Submission
2017-07-22 16:31:30,,Pinkiiee,40,Mystic,[IMG_1986.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/20c0ac6IMG_1986.PNG,41470,,204.48.79.39,3765646909393273647,Edit Submission
2017-07-22 16:31:30,,Magooc,35,Mystic,[Screenshot_20170722-163031.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/21bde68Screenshot_20170722-163031.png,13084,,72.143.208.60,3765646900687349275,Edit Submission
2017-07-22 16:31:30,,Ello021990,30,Valor,[Screenshot_20170722-163031.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2124018Screenshot_20170722-163031.png,,,199.119.233.135,3765646905319446328,Edit Submission
2017-07-22 16:31:32,,Tyrmpatt,36,Instinct,[Screenshot_2017-07-22-16-30-18.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/22f2e97Screenshot_2017-07-22-16-30-18.png,16592,,142.169.78.46,3765646926482188987,Edit Submission
2017-07-22 16:31:37,,HRStrategist,33,Valor,[IMG_0140.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/28e3f14IMG_0140.PNG,11409,,184.151.246.13,3765646973169113658,Edit Submission
2017-07-22 16:31:43,,Sportohawk,30,Valor,[IMG_2428.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2e5f338IMG_2428.PNG,4489,,184.151.246.90,3765647030962328415,Edit Submission
2017-07-22 16:31:54,I only want to enter the random draw,Krys82105d,31,Mystic,,,,184.151.246.227,3765647147227946577,Edit Submission
2017-07-22 16:31:58,,Livstar87,33,Instinct,[Screenshot_20170722-155517.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/3863447Screenshot_20170722-155517.png,9429,,142.169.78.41,3765647181485428108,Edit Submission
2017-07-22 16:32:16,,Superhound,32,Instinct,[IMG_3462.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/45eec72IMG_3462.PNG,8122,,142.169.78.251,3765647361528444304,Edit Submission
2017-07-22 16:32:20,,Blackrosepika,30,Mystic,[Pokémon GO_2017-07-22-16-31-18.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5399ccbPok%C3%A9mon%20GO_2017-07-22-16-31-18.png,7119,,24.114.109.29,3765647409291544202,Edit Submission
2017-07-22 16:32:20,,Derpypotatoes,22,Valor,[IMG_2437.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5176745IMG_2437.PNG,988,,24.114.89.247,3765647407426911069,Edit Submission
2017-07-22 16:32:21,,Cormorant101,34,Instinct,[Screenshot_20170722-163118.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/549a507Screenshot_20170722-163118.png,11558,,142.169.78.205,3765647415026011808,Edit Submission
2017-07-22 16:32:21,,Shouganai,35,Mystic,[Screenshot_20170722-163022.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/47dc62bScreenshot_20170722-163022.png,13568,,24.114.107.107,3765647417019334040,Edit Submission
2017-07-22 16:32:24,,DemiVictus,22,Mystic,[Pokémon GO_2017-07-22-16-31-28.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/57b277aPok%C3%A9mon%20GO_2017-07-22-16-31-28.png,1148,,24.114.108.171,3765647441718185357,Edit Submission
2017-07-22 16:32:28,,Miyamato02,34,Mystic,[IMG_0079.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5b5ef79IMG_0079.PNG,11821,,24.114.81.127,3765647487219673359,Edit Submission
2017-07-22 16:32:28,,Michyangel,28,Mystic,,2933,,24.114.85.195,3765647485912110843,Edit Submission
2017-07-22 16:32:30,,168yoface,32,Mystic,[Screenshot_20170722-163150.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5caecadScreenshot_20170722-163150.png,,,24.114.108.42,3765647502488510899,Edit Submission
2017-07-22 16:32:32,,HeyItsUlrica,35,Mystic,[Screenshot_2017-07-22-16-31-19.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/5f5b4ceScreenshot_2017-07-22-16-31-19.png,14498,,24.114.109.50,3765647520593150093,Edit Submission
2017-07-22 16:32:37,,TheKelodie,31,Instinct,[IMG_5034.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/64a6de5IMG_5034.PNG,5287,,142.169.78.196,3765647576912031580,Edit Submission
2017-07-22 16:32:39,,Livstar87,33,Instinct,[Screenshot_20170722-163047.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/664a85bScreenshot_20170722-163047.png,9481,,142.169.78.41,3765647591485273273,Edit Submission
2017-07-22 16:32:45,,Vj3000ca,34,Instinct,[Screenshot_2017-07-22-16-31-36.jpeg] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/6ca9aa2Screenshot_2017-07-22-16-31-36.jpeg,,,199.7.157.102,3765647652013477176,Edit Submission
2017-07-22 16:32:48,,SadEyebrows42,27,Mystic,[Screenshot_20170722-155640.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/52ba315Screenshot_20170722-155640.png,3233,,199.7.157.50,3765647680578618492,Edit Submission
2017-07-22 16:32:49,,Mordorlay,34,Instinct,[Pokémon GO_2017-07-22-15-55-04.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7057b98Pok%C3%A9mon%20GO_2017-07-22-15-55-04.png,10646,,142.169.78.41,3765647691488831444,Edit Submission
2017-07-22 16:32:59,,Cjaottawa,35,Mystic,[Screenshot_20170722-160005.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7a19d35Screenshot_20170722-160005.png,16960,,72.143.210.81,3765647791802528850,Edit Submission
2017-07-22 16:33:00,,HarukaYuriko,32,Valor,[Screenshot_20170722-163121.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7b6ee67Screenshot_20170722-163121.png,8118,,24.114.80.127,3765647807212372923,Edit Submission
2017-07-22 16:33:01,,Exdeath86,36,Mystic,[Screenshot_2017-07-22-16-31-08.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/7c6a479Screenshot_2017-07-22-16-31-08.png,18881,,204.48.92.186,3765647816818454309,Edit Submission
2017-07-22 16:33:07,,Designergirl42,31,Mystic,[Screenshot_20170722-163200.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/82bfd6cScreenshot_20170722-163200.png,6648,,142.169.33.20,3765647870236818416,Edit Submission
2017-07-22 16:33:08,,Ginger029,34,Mystic,[Screenshot_20170722-163122.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/73a56ceScreenshot_20170722-163122.png,10328,,24.114.108.167,3765647887614652345,Edit Submission
2017-07-22 16:33:09,,Aldinsan,35,Mystic,[IMG_1152.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/84a40abIMG_1152.PNG,16531,,24.114.85.195,3765647895912430410,Edit Submission
2017-07-22 16:33:17,,Lemondrop10,30,Mystic,[IMG_1565.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8cdf755IMG_1565.PNG,6004,,142.169.78.214,3765647974125490031,Edit Submission
2017-07-22 16:33:20,,TheKelodie,31,Instinct,[IMG_5035.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8f0061bIMG_5035.PNG,5334,,142.169.78.196,3765648006915141746,Edit Submission
2017-07-22 16:33:22,,Shaydekitty,35,Instinct,[Screenshot_20170722-163216.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/916817eScreenshot_20170722-163216.png,18601,,204.48.92.20,3765648020222947618,Edit Submission
2017-07-22 16:33:31,,LavaSean,28,Mystic,[IMG_0112.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/99d1463IMG_0112.PNG,2923,,24.114.84.177,3765648117713267859,Edit Submission
2017-07-22 16:33:32,,Mordorlay,34,Instinct,[Pokémon GO_2017-07-22-16-31-33.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/9bdd4fbPok%C3%A9mon%20GO_2017-07-22-16-31-33.png,10703,,142.169.78.41,3765648121481989120,Edit Submission
2017-07-22 16:33:33,,SadEyebrows42,27,Mystic,[Screenshot_20170722-163211.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/9b32736Screenshot_20170722-163211.png,3285,,199.7.157.50,3765648120572019035,Edit Submission
2017-07-22 16:33:40,I only want to enter the random draw,DaPokeLilPuppy,35,Mystic,,,,24.114.82.202,3765648202024557665,Edit Submission
2017-07-22 16:33:46,,GCtoMajorTom,25,Valor,[Screenshot_20170722-163230.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/a81ac0cScreenshot_20170722-163230.png,2308,,199.7.157.102,3765648262012837392,Edit Submission
2017-07-22 16:33:47,,Coffeelax,32,Instinct,[Screenshot_20170722-163115.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/a9bce38Screenshot_20170722-163115.png,6936,,199.7.157.88,3765648278879250299,Edit Submission
2017-07-22 16:34:05,,Cjaottawa,35,Mystic,[Screenshot_20170722-163124.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/bccfc62Screenshot_20170722-163124.png,17010,,72.143.210.81,3765648451807961279,Edit Submission
2017-07-22 16:34:07,,CrumplePants,31,Instinct,[Screenshot_20170722-163213.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/b14844aScreenshot_20170722-163213.png,5179,,72.143.209.190,3765648470911827593,Edit Submission
2017-07-22 16:34:19,,Jackiethegoose,31,Mystic,[IMG_6709.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/ca0086aIMG_6709.PNG,5929,,142.169.78.227,3765648597223676648,Edit Submission
2017-07-22 16:34:31,,LavaSean,28,Mystic,[IMG_0113.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/d657d46IMG_0113.PNG,2981,,24.114.84.177,3765648717714248939,Edit Submission
2017-07-22 16:34:45,,Murphy0406,36,Valor,[Screenshot_20170722-163309.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/d12e7baScreenshot_20170722-163309.png,17803,,24.114.110.215,3765648855129010099,Edit Submission
2017-07-22 16:34:49,,Shemarand,35,Mystic,[IMG_2797.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/de7da28IMG_2797.PNG,,,142.169.78.28,3765648898283321910,Edit Submission
2017-07-22 16:34:52,,TopHatDorito,30,Instinct,[Screenshot_20170722-163056.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/eb253d6Screenshot_20170722-163056.png,4975,,24.114.111.179,3765648929714468889,Edit Submission
2017-07-22 16:35:12,,Carlos12cam,27,Instinct,,24759,,199.7.157.53,3765649123578878551,Edit Submission
2017-07-22 16:35:21,,Bloberticus,30,Instinct,[IMG_6328.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/07ca2e6IMG_6328.PNG,5758,,184.151.246.8,3765649218645896110,Edit Submission
2017-07-22 16:35:38,,Bj3570,35,Instinct,[Screenshot_20170722-163229.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/19c3947Screenshot_20170722-163229.png,,,24.114.86.161,3765649381612752713,Edit Submission
2017-07-22 16:36:17,,Bloberticus,30,Instinct,[IMG_6329.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/405dabdIMG_6329.PNG,5814,,184.151.246.8,3765649778644056401,Edit Submission
2017-07-22 16:36:50,,Shmoo1992,28,Mystic,[IMG_9597.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/618273cIMG_9597.PNG,4219,,24.114.89.203,3765650103023188127,Edit Submission
2017-07-22 16:37:27,,Janidash,27,Valor,[image.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/86d946aimage.png,2729,,24.114.91.29,3765650479214915813,Edit Submission
2017-07-22 16:40:45,,Jedyty,31,Valor,[IMG_9919.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/4c841e3IMG_9919.PNG,5987,,142.169.78.211,3765652451123772202,Edit Submission
